"Recall","Precision","Specificity","Accuracy","Cohen's kappa"
0.7319557676392386,0.7270066272119428,0.7319557676392386,0.7310126582278481,0.4567403263834312
0.8495213443444677,0.8492165220684085,0.8495213443444677,0.8530741410488246,0.6987350980944335
0.7577080875490835,0.7589797388677528,0.7577080875490835,0.7649186256781193,0.5166291116824436
0.8089075146883602,0.8114606010136662,0.8089075146883602,0.8155515370705244,0.6201811186462648
