"Error","Mean(Error in %)","Mean abs. dev.(Error in %)","Range(Error in %)"
42.08860759493671,,,
,26.905751905751902,7.706167706167706,29.411764705882355
,14.694468223879987,1.9095837919367336,11.363173127879012
,23.50984468631527,2.264318617259793,9.95475113122172
,18.44360197301374,1.424238718356365,7.139945375239492
